"*RESPNUM","CCGID","RUNID","INTDATE","EGYPTAIR","DAY","GATE","BAREA","STRATA","PEAK","METHOD","SAQ","AIRLINE","DESTINATION","FLIGHT","AIRLINE CODE","DEST CODE","DESTGEO","DESTMARK","ARRTIME","DEPTIME","HOWLONG","Q2PURP1","Q2PURP2","Q2PURP3","Q3GETTO1","Q3GETTO2","Q3GETTO3","Q3PARK","Q4BAGS","Q4STORE","Q4FOOD","Q4WIFI","Q5TIMESFLOWN","Q5FIRSTTIME","Q6LONGUSE","Q7ART","Q7FOOD","Q7STORE","Q7SIGN","Q7WALKWAYS","Q7SCREENS","Q7INFODOWN","Q7INFOUP","Q7WIFI","Q7ROADS","Q7PARK","Q7AIRTRAIN","Q7LTPARKING","Q7RENTAL","Q7ALL","Q8COM","Q8COM2","Q8COM3","Q8COM4","Q8COM5","Q9BOARDING","Q9AIRTRAIN","Q9RENTAL","Q9FOOD","Q9RESTROOM","Q9ALL","Q9COM","Q9COM2","Q9COM3","Q10SAFE","Q10COM1","Q10COM2","Q10COM3","Q11TSAPRE","Q12PRECHECKRATE","Q12PRECOM1","Q12PRECOM2","Q12PRECOM3","Q13 COUNTY","Q13GETRATE","Q14FIND","Q14PASSTHRU","Q15PROBLEM","Q15COM1","Q15COM2","Q15COM3","Q16LIVE","Q17CITY","Q17STATE","Q17ZIP","Q17COUNTRY","HOME","Q18PET","Q19AGE","Q20GENDER","Q21INCME","Q22FLY","Q23SJC","Q23OAK","LANG","WEIGHT"
"912","1731","770","42507","1","3","27","B","3","2","1","1","SOUTHWEST","LOS ANGELES","2027","25","34","1","4","16:50:00","18:25:00","95","5","","","7","","","","1","1","2","2","2","1","1","4","3","4","4","3","3","6","6","6","4","6","6","6","6","3","9","202","203","","","4","6","6","6","4","4","0","","","4","1","5","","2","","","","","5","4","4","4","2","","","","3","LOS ANGELES","CA","90012","UNITED STATES","10","1","25-34","Female","2","1","2","2","1","0.8875125"
"923","1742","770","42507","1","3","27","B","3","2","1","2","SOUTHWEST","LOS ANGELES","2027","25","34","1","4","17:00:00","18:25:00","85","1","","","5","","","","2","1","1","1","4","1","2","4","2","2","4","4","4","4","4","5","4","4","4","4","4","4","999","","","","","4","4","4","3","4","4","0","","","5","5","","","2","","","","","5","3","5","5","2","","","","3","LOS ANGELES","CA","90230","UNITED STATES","10","1","25-34","Female","2","3","1","4","1","0.8875125"
"974","1723","771","42507","1","3","30","B","3","2","1","2","SOUTHWEST","SANTA ANA","2285","25","58","1","2","17:10:00","19:20:00","130","3","","","4","","","","1","2","2","1","1","2","1","3","6","6","3","4","3","4","4","3","4","6","6","6","6","3","0","","","","","4","6","6","6","3","3","0","","","3","6","","","1","5","10","","","5","4","4","4","1","9","","","3","NOIDA","","","INDIA","16","1","25-34","Female","2","1","2","2","1","0.8875125"
"980","1729","771","42507","1","3","30","B","3","2","1","2","SOUTHWEST","SANTA ANA","2285","25","58","1","2","17:40:00","19:20:00","100","2","","","6","","","","2","2","2","1","2","1","1","3","3","3","3","5","6","6","6","5","6","6","4","6","6","4","0","","","","","5","4","6","6","2","3","0","","","3","0","","","2","","","","","1","4","3","5","2","","","","3","GARDEN GROVE","CA","92841","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","0.8875125"
"1006","1679","779","42508","1","4","40","C","2","1","1","2","DELTA","ATLANTA","61","15","1","2","4","9:30:00","11:23:00","113","1","","","5","","","","1","2","1","1","1","1","2","6","3","3","4","4","3","6","3","5","5","6","6","6","5","4","0","","","","","4","6","4","4","4","4","0","","","4","0","","","2","","","","","5","5","5","5","2","","","","3","","","","AUSTRALIA","19","1","25-34","Female","2","3","2","2","1","1.0455967741935"
"1008","1681","779","42508","1","4","40","C","2","1","1","2","DELTA","ATLANTA","61","15","1","2","4","8:00:00","11:23:00","203","2","","","5","","","","2","2","1","1","1","2","1","5","4","4","4","4","4","4","4","4","4","4","4","4","4","5","0","","","","","5","5","5","5","5","5","0","","","5","0","","","2","","","","","5","3","5","5","2","","","","3","ATLANTA","GA","30311","UNITED STATES","12","1","25-34","Female","2","2","2","2","1","1.0455967741935"
"1035","1793","777","42508","1","4","43","C","1","1","1","2","DELTA","DETROIT","2520","15","17","3","3","6:20:00","9:00:00","160","1","","","9","","","","1","0","0","0","1","2","1","4","2","3","4","4","4","6","6","5","3","6","4","6","4","4","0","","","","","4","4","3","3","5","4","0","","","4","0","","","1","4","4","","","7","4","5","4","2","","","","3","TOLEDO","OH","43540","UNITED STATES","11","1","25-34","Female","2","2","2","2","1","1.0455967741935"
"1039","1797","777","42508","1","4","43","C","1","1","1","2","DELTA","DETROIT","2520","15","17","3","3","7:45:00","9:00:00","75","2","","","2","","","","1","2","2","2","1","2","1","6","6","6","5","6","5","6","6","6","6","6","6","6","0","5","0","","","","","5","6","6","6","5","5","0","","","5","0","","","2","","","","","1","3","5","5","2","","","","3","WASHINGTON","DC","20009","UNITED STATES","12","1","25-34","Female","2","1","4","1","1","1.0455967741935"
"1040","1798","777","42508","1","4","43","C","1","1","1","2","DELTA","DETROIT","2520","15","17","3","3","6:00:00","9:00:00","180","1","","","9","","","","1","2","1","1","2","1","2","4","3","3","3","3","3","3","3","3","2","3","3","6","2","3","608","","","","","3","4","3","6","6","3","0","","","3","0","","","2","","","","","7","3","3","1","1","4","1","","3","TOLEDO","OH","43615","UNITED STATES","11","1","25-34","Female","2","3","2","2","1","1.0455967741935"
"1976","1836","786","42508","1","4","65","E","2","1","1","2","UNITED","SALT LAKE CITY","1620","28","54","1","2","10:30:00","12:40:00","130","5","","","4","","","","2","2","2","1","2","1","2","4","4","4","4","4","3","4","4","4","6","6","6","6","6","4","103","","","","","5","5","6","6","4","4","0","","","4","0","","","2","","","","","5","3","4","3","2","","","","3","LOUISVILLE","KY","40207","UNITED STATES","11","1","25-34","Female","2","2","2","2","1","1.757875"
"1996","1819","785","42508","1","4","74","F","2","1","1","2","UNITED","HOUSTON-BUSH","1146","28","27","3","4","9:50:00","11:50:00","120","2","","","6","","","","1","2","2","2","2","2","1","4","4","3","4","4","4","4","4","4","6","6","4","6","6","4","0","","","","","5","4","6","6","5","5","0","","","5","1","","","3","","","","","5","5","5","5","2","","","","3","WEERT","","","NETHERLANDS","15","1","25-34","Female","2","2","2","2","1","1.757875"
"2436","1408","793","42508","1","4","12","A","3","2","1","1","JETBLUE","NEW YORK-JFK","1516","20","43","2","4","18:00:00","23:00:00","300","6","","","1","","","0","1","2","1","1","2","1","4","5","4","3","5","5","5","6","6","5","4","5","5","6","6","5","505","20","","","","5","5","6","5","5","5","0","","","5","5","","","2","","","","","2","2","5","5","2","","","","1","PITTSBURG","CA","94565","UNITED STATES","5","1","25-34","Female","2","2","2","2","1","0.3557037037037"
"2441","1413","793","42508","1","4","12","A","3","2","1","2","JETBLUE","NEW YORK-JFK","1516","20","43","2","4","20:00:00","23:00:00","180","2","6","","2","","","","2","1","1","1","1","1","4","3","3","4","3","3","3","2","2","4","3","2","3","3","2","3","103","","","","","3","3","3","3","3","3","0","","","3","0","","","1","2","12","","","14","2","3","3","2","","","","3","SACRAMENTO","CA","95829","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","0.3557037037037"
"2442","1414","793","42508","1","4","12","A","3","2","1","2","JETBLUE","NEW YORK-JFK","1516","20","43","2","4","20:00:00","23:00:00","180","4","","","5","","","","2","1","2","2","3","1","4","5","4","4","4","5","5","4","4","4","4","3","3","5","4","4","0","","","","","5","5","5","5","3","3","0","","","5","21","","","2","","","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94131","UNITED STATES","1","1","25-34","Female","2","3","3","1","1","0.3557037037037"
"2637","1342","782","42508","1","4","70","F","1","1","1","2","UNITED","MINNEAPOLIS","5932","28","39","3","4","6:30:00","8:40:00","130","1","","","5","","","","2","1","1","2","4","1","2","4","4","4","5","5","5","4","6","4","4","5","5","6","4","4","609","","","","","5","5","5","5","4","5","0","","","4","0","","","2","","","","","5","4","5","4","2","","","","3","MINNEAPOLIS","MN","","UNITED STATES","11","1","25-34","Female","2","2","2","2","1","1.757875"
"401","561","795","42509","2","5","12","A","1","2","1","2","ALASKA","PORTLAND","389","7","51","1","2","4:30:00","6:45:00","135","2","","","9","","","","1","2","2","2","1","2","1","6","6","6","0","5","5","5","5","4","5","5","6","6","5","5","0","","","","","5","5","5","6","6","4","0","","","5","0","","","0","","","","","5","5","5","5","2","","","","3","USHUAIA","","","ARGENTINA","14","1","25-34","Female","2","2","2","2","1","0.35525"
"822","788","810","42509","2","5","93","G","3","3","1","1","AER LINGUS","DUBLIN","146","1","19","6","2","14:00:00","17:30:00","210","6","","","5","","","","1","1","1","1","4","1","2","4","4","5","5","5","5","6","6","5","6","6","6","6","6","5","408","","","","","5","6","6","5","5","5","0","","","5","6","27","","2","","","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94117","UNITED STATES","1","1","25-34","Female","2","2","1","1","1","0.97551767151767"
"891","906","811","42509","2","5","98","G","3","3","1","1","UNITED INTL","FRANKFURT","926","29","21","6","4","16:45:00","19:00:00","135","2","","","6","","","","2","2","2","2","4","1","3","4","4","6","5","5","5","6","6","6","6","6","5","6","6","5","204","","","","","5","5","6","5","5","5","0","","","5","6","","","2","","","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94114","UNITED STATES","1","1","25-34","Female","2","2","2","2","1","0.91742168674699"
"1752","844","809","42509","2","5","91","G","2","3","1","2","AIR CANADA","TORONTO","784","3","67","4","4","13:15:00","16:00:00","165","3","","","2","","","","2","1","1","1","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","0","203","701","","","","5","5","5","5","5","5","0","","","5","0","","","2","","","","","7","3","5","3","2","","","","1","SAN JOSE","CA","95125","UNITED STATES","4","1","25-34","Female","2","2","1","1","1","0.2510956937799"
"1755","847","809","42509","2","5","91","G","2","3","1","2","AIR CANADA","TORONTO","784","3","67","4","4","12:30:00","16:00:00","210","0","","","3","","","","1","2","1","1","1","2","1","3","2","4","4","4","4","4","4","5","4","6","6","6","6","4","104","","","","","5","6","6","5","5","5","0","","","5","5","","","2","","","","","11","4","4","1","2","","","","3","TORONTO","","","CANADA","13","1","25-34","Female","2","2","2","2","1","0.2510956937799"
"1571","1274","824","42510","2","6","41","C","2","2","1","2","DELTA","NEW YORK-JFK","468","15","43","2","4","10:30:00","14:10:00","220","2","","","3","","","","1","1","1","1","2","1","1","3","5","3","4","3","3","3","3","4","3","6","3","6","6","4","0","","","","","4","4","6","4","4","4","0","","","4","0","","","0","","","","","11","6","3","4","2","","","","3","SAO PAULO","","","BRAZIL","14","1","25-34","Female","2","2","2","2","1","1.0455967741935"
"418","537","839","42511","2","7","63","E","1","1","1","2","UNITED","ATLANTA","1720","28","1","2","4","9:00:00","10:50:00","110","5","","","1","","","4","1","1","2","2","1","2","1","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","0","","","","","5","6","6","5","5","5","0","","","5","0","","","0","","","","","0","0","0","0","0","","","","3","BEIJING","","","CHINA","16","1","25-34","Female","2","2","2","2","1","1.757875"
"421","540","839","42511","2","7","63","E","1","1","1","2","UNITED","ATLANTA","1720","28","1","2","4","9:10:00","10:50:00","100","2","","","5","","","","1","1","2","2","1","2","1","4","3","3","4","3","3","6","6","6","6","6","6","6","6","4","702","","","","","5","6","6","6","3","4","0","","","3","8","","","2","","","","","5","5","5","5","2","","","","3","BURTONSVILLE","MD","20866","UNITED STATES","12","1","25-34","Female","2","2","2","2","1","1.757875"
"433","598","827","42511","2","7","11","A","1","1","1","2","JETBLUE","LAS VEGAS","2288","20","30","1","4","9:00:00","10:40:00","100","2","","","6","","","","1","2","2","1","4","1","4","5","4","3","5","5","6","6","6","3","4","3","5","6","6","4","501","203","102","701","","4","3","6","4","3","3","0","","","5","6","","","1","0","0","","","1","5","5","5","2","","","","1","OAKLAND","CA","94606","UNITED STATES","3","1","25-34","Female","2","1","1","1","1","0.3557037037037"
"528","493","836","42511","2","7","80","F","1","1","1","1","UNITED","NEWARK","233","28","44","2","4","5:30:00","8:00:00","150","3","","","6","","","","2","2","2","1","2","1","3","3","3","3","4","4","4","6","6","4","3","6","5","6","6","4","204","203","","","","5","5","6","5","3","4","0","","","5","0","","","2","","","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94121","UNITED STATES","1","1","25-34","Female","2","2","2","1","1","1.757875"
"570","455","844","42511","2","7","91","G","3","3","1","2","AIR CANADA","VANCOUVER","569","3","68","4","3","15:45:00","17:20:00","95","1","","","4","","","","2","2","2","2","2","2","2","5","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","5","0","0","0","4","4","0","","","3","0","","","2","","","","","5","5","5","5","2","","","","3","VANCOUVER","","","CANADA","13","1","25-34","Female","2","2","2","2","1","0.2510956937799"
"584","624","828","42511","2","7","92","G","2","3","1","2","AIR CANADA","TORONTO","738","3","67","4","4","9:15:00","11:35:00","140","2","","","6","","","","1","1","1","1","1","1","2","0","3","4","4","3","4","6","6","2","4","6","6","6","6","4","501","704","708","","","4","6","6","4","3","4","0","","","4","0","","","2","","","","","5","5","3","5","2","","","","2","SACRAMENTO","CA","95816","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","0.2510956937799"
"587","627","828","42511","2","7","92","G","2","3","1","2","AIR CANADA","TORONTO","738","3","67","4","4","9:30:00","11:35:00","125","2","","","2","","","","2","2","1","1","1","1","4","5","4","4","5","5","5","6","6","5","5","5","6","5","6","5","0","","","","","5","6","6","5","5","5","0","","","5","1","2","","2","","","","","9","5","5","5","2","","","","1","SANTA ROSA","CA","95401","UNITED STATES","7","1","25-34","Female","2","2","2","1","1","0.2510956937799"
"600","661","830","42511","2","7","11","A","2","3","1","2","KOREAN AIR","SEOUL-INCHEON","24","21","61","8","3","10:20:00","13:40:00","200","5","","","5","","","","1","1","1","1","3","1","1","3","2","5","5","5","5","5","5","5","3","5","5","5","5","4","0","","","","","4","4","4","5","5","5","0","","","5","0","","","1","5","0","","","5","5","5","5","2","","","","3","DALIAN","","","CHINA","16","1","25-34","Female","2","3","2","2","3","0.97551767151767"
"762","601","826","42511","2","7","92","G","1","3","1","1","AIR CANADA","MONTREAL","760","3","40","4","2","6:40:00","9:40:00","180","1","","","9","","","","1","1","1","1","1","2","1","3","3","3","4","4","3","6","6","4","4","4","3","6","4","4","211","311","","","","4","4","4","4","4","4","0","","","5","4","","","2","","","","","3","5","4","5","1","3","","","3","MONTREAL","","","CANADA","13","1","25-34","Female","2","2","2","2","1","0.2510956937799"
"647","710","846","42512","2","1","97","G","2","3","1","2","UNITED INTL","HONG KONG","869","29","25","8","4","10:48:00","13:10:00","142","3","","","3","","","","0","0","1","1","3","1","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0","","","","","5","5","5","5","4","5","0","","","4","0","","","0","","","","","11","4","4","4","2","","","","3","DENVER","CO","80219","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","0.91742168674699"
"656","719","846","42512","2","1","97","G","2","3","1","2","UNITED INTL","HONG KONG","869","29","25","8","4","10:00:00","13:10:00","190","2","","","2","","","","1","1","1","1","0","2","1","4","4","3","2","3","3","3","3","3","4","5","5","5","4","4","0","","","","","5","6","6","0","4","5","0","","","0","0","","","1","2","0","","","7","5","3","0","2","","","","1","","","","","90","1","25-34","Female","2","1","1","1","3","0.91742168674699"
"685","736","847","42512","2","1","94","G","2","3","1","2","SINGAPORE AIRLINES","SEOUL-INCHEON","15","24","61","8","3","11:05:00","14:05:00","180","3","","","2","","","","1","1","1","1","1","1","4","4","3","3","4","4","4","3","3","4","4","3","6","6","6","4","111","","","","","5","6","6","5","5","5","0","","","2","38","","","3","","","","","10","3","4","4","1","5","","","2","","","","","91","1","25-34","Female","2","2","2","2","1","0.97551767151767"
"687","738","847","42512","2","1","94","G","2","3","1","2","SINGAPORE AIRLINES","SEOUL-INCHEON","15","24","61","8","3","11:00:00","14:05:00","185","2","","","2","","","","1","1","1","1","2","1","4","4","3","3","5","5","5","6","6","3","4","5","6","6","6","4","702","211","501","","","4","6","6","5","3","4","0","","","5","6","","","0","","","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94116","UNITED STATES","1","1","25-34","Female","2","2","2","2","1","0.97551767151767"
"688","739","847","42512","2","1","94","G","2","3","1","2","SINGAPORE AIRLINES","SEOUL-INCHEON","15","24","61","8","3","11:00:00","14:05:00","185","2","","","2","","","","1","1","1","1","1","1","4","4","3","3","5","5","5","6","6","3","4","5","6","6","6","4","501","215","803","","","4","6","6","5","3","4","0","","","5","24","","","2","","","","","5","4","5","5","2","","","","1","SAN FRANCISCO","CA","94116","UNITED STATES","1","1","25-34","Female","2","2","2","2","1","0.97551767151767"
"2622","1146","853","42513","2","2","11","A","1","1","1","2","JETBLUE","LONG BEACH","735","20","33","1","1","8:20:00","9:30:00","70","2","","","5","","","","2","2","2","2","1","1","3","4","3","3","4","4","5","6","6","4","5","5","5","6","4","4","0","","","","","4","4","4","4","2","4","0","","","4","0","","","1","5","0","","","5","3","5","5","2","","","","3","LONG BEACH","CA","90805","UNITED STATES","10","1","25-34","Female","2","1","2","1","1","0.3557037037037"
"2623","1147","853","42513","2","2","11","A","1","1","1","2","JETBLUE","LONG BEACH","735","20","33","1","1","8:20:00","9:30:00","70","2","3","","2","5","","","1","1","2","1","5","1","3","4","3","4","3","4","5","4","4","2","4","6","4","6","6","4","202","103","","","","5","5","6","3","2","4","0","","","5","0","","","2","","","","","5","4","5","5","2","","","","3","LOS ANGELES","CA","90024","UNITED STATES","10","1","25-34","Female","2","1","2","1","1","0.3557037037037"
"2628","1152","853","42513","2","2","11","A","1","1","1","2","JETBLUE","LONG BEACH","735","20","33","1","1","7:11:00","9:30:00","139","1","2","3","5","","","","2","1","2","2","4","2","4","3","6","2","3","4","4","3","3","2","3","2","1","1","2","3","0","","","","","3","2","4","6","4","4","0","","","3","9","","","2","","","","","5","4","4","3","2","","","","1","SAN FRANCISCO","CA","94114","UNITED STATES","1","1","25-34","Female","2","3","2","1","1","0.3557037037037"
"2692","1054","852","42513","2","2","1","A","1","3","1","2","WESTJET","VANCOUVER","1777","31","68","4","3","6:10:00","8:00:00","110","3","","","2","","","","3","1","3","3","1","1","2","2","2","2","4","4","4","4","4","6","6","6","6","6","6","4","705","","","","","5","6","6","6","5","5","0","","","4","4","","","3","","","","","5","3","5","5","1","17","15","","3","PRINCE GEORGE","","","CANADA","13","1","25-34","Female","2","1","2","2","1","0.97551767151767"
